ticker_and_date,ticker,report_year,ticker_fold,yoy_close_category,label
MPMX_2022,MPMX,2022,1,netral,1
MPMX_2023,MPMX,2023,1,netral,1
MPOW_2021,MPOW,2021,1,tinggi,2
MPOW_2022,MPOW,2022,1,rendah,0
MPOW_2023,MPOW,2023,1,rendah,0
NIRO_2023,NIRO,2023,1,netral,1
PAMG_2022,PAMG,2022,1,tinggi,2
PAMG_2023,PAMG,2023,1,rendah,0
PBSA_2021,PBSA,2021,1,tinggi,2
PBSA_2022,PBSA,2022,1,netral,1
PBSA_2023,PBSA,2023,1,netral,1
PPRE_2021,PPRE,2021,1,netral,1
PPRE_2022,PPRE,2022,1,rendah,0
PPRE_2023,PPRE,2023,1,rendah,0
PRDA_2021,PRDA,2021,1,tinggi,2
PRDA_2022,PRDA,2022,1,rendah,0
PRDA_2023,PRDA,2023,1,rendah,0
PSSI_2021,PSSI,2021,1,tinggi,2
PSSI_2022,PSSI,2022,1,netral,1
PSSI_2023,PSSI,2023,1,rendah,0
PWON_2021,PWON,2021,1,netral,1
PWON_2022,PWON,2022,1,netral,1
PWON_2023,PWON,2023,1,rendah,0
RALS_2021,RALS,2021,1,rendah,0
RALS_2022,RALS,2022,1,netral,1
RALS_2023,RALS,2023,1,rendah,0
SBAT_2022,SBAT,2022,1,netral,1
SCPI_2021,SCPI,2021,1,netral,1
SCPI_2023,SCPI,2023,1,netral,1
SIPD_2021,SIPD,2021,1,tinggi,2
SIPD_2022,SIPD,2022,1,rendah,0
SIPD_2023,SIPD,2023,1,netral,1
SKLT_2021,SKLT,2021,1,netral,1
SKLT_2022,SKLT,2022,1,tinggi,2
SKLT_2023,SKLT,2023,1,rendah,0
SMSM_2021,SMSM,2021,1,netral,1
SMSM_2022,SMSM,2022,1,tinggi,2
SMSM_2023,SMSM,2023,1,netral,1
SSIA_2021,SSIA,2021,1,rendah,0
SSIA_2022,SSIA,2022,1,tinggi,2
SSIA_2023,SSIA,2023,1,tinggi,2
SSTM_2021,SSTM,2021,1,tinggi,2
SSTM_2023,SSTM,2023,1,netral,1
SULI_2021,SULI,2021,1,netral,1
SULI_2022,SULI,2022,1,tinggi,2
SULI_2023,SULI,2023,1,rendah,0
TKIM_2021,TKIM,2021,1,rendah,0
TKIM_2022,TKIM,2022,1,netral,1
TKIM_2023,TKIM,2023,1,tinggi,2
TRIO_2021,TRIO,2021,1,netral,1
TRIO_2022,TRIO,2022,1,netral,1
TRIO_2023,TRIO,2023,1,netral,1
URBN_2021,URBN,2021,1,rendah,0
URBN_2022,URBN,2022,1,rendah,0
URBN_2023,URBN,2023,1,netral,1
VIVA_2021,VIVA,2021,1,rendah,0
VIVA_2022,VIVA,2022,1,netral,1
VIVA_2023,VIVA,2023,1,rendah,0
WICO_2021,WICO,2021,1,rendah,0
WICO_2022,WICO,2022,1,tinggi,2
WICO_2023,WICO,2023,1,rendah,0
YPAS_2021,YPAS,2021,1,tinggi,2
YPAS_2023,YPAS,2023,1,rendah,0
ADMG_2021,ADMG,2021,2,netral,1
ADMG_2022,ADMG,2022,2,rendah,0
ADMG_2023,ADMG,2023,2,rendah,0
AMIN_2021,AMIN,2021,2,rendah,0
AMIN_2022,AMIN,2022,2,rendah,0
AMIN_2023,AMIN,2023,2,tinggi,2
ASRI_2021,ASRI,2021,2,netral,1
ASRI_2022,ASRI,2022,2,netral,1
ASRI_2023,ASRI,2023,2,rendah,0
AUTO_2021,AUTO,2021,2,netral,1
AUTO_2022,AUTO,2022,2,tinggi,2
AUTO_2023,AUTO,2023,2,rendah,0
BIPP_2021,BIPP,2021,2,netral,1
BIPP_2022,BIPP,2022,2,netral,1
BIPP_2023,BIPP,2023,2,rendah,0
BOLT_2021,BOLT,2021,2,tinggi,2
BOLT_2022,BOLT,2022,2,rendah,0
BOLT_2023,BOLT,2023,2,tinggi,2
CASS_2021,CASS,2021,2,netral,1
CASS_2022,CASS,2022,2,tinggi,2
CASS_2023,CASS,2023,2,tinggi,2
CITA_2022,CITA,2022,2,rendah,0
CITA_2023,CITA,2023,2,rendah,0
CLPI_2021,CLPI,2021,2,tinggi,2
CLPI_2022,CLPI,2022,2,netral,1
CLPI_2023,CLPI,2023,2,tinggi,2
CMNP_2021,CMNP,2021,2,tinggi,2
CMNP_2023,CMNP,2023,2,rendah,0
CPRO_2021,CPRO,2021,2,tinggi,2
CPRO_2022,CPRO,2022,2,rendah,0
CPRO_2023,CPRO,2023,2,netral,1
CSMI_2022,CSMI,2022,2,netral,1
CSMI_2023,CSMI,2023,2,netral,1
CSRA_2022,CSRA,2022,2,rendah,0
CSRA_2023,CSRA,2023,2,tinggi,2
DAYA_2021,DAYA,2021,2,netral,1
DAYA_2022,DAYA,2022,2,rendah,0
DAYA_2023,DAYA,2023,2,tinggi,2
DOID_2021,DOID,2021,2,netral,1
DOID_2022,DOID,2022,2,netral,1
DOID_2023,DOID,2023,2,tinggi,2
DYAN_2021,DYAN,2021,2,tinggi,2
DYAN_2022,DYAN,2022,2,tinggi,2
DYAN_2023,DYAN,2023,2,rendah,0
FITT_2021,FITT,2021,2,tinggi,2
FITT_2022,FITT,2022,2,tinggi,2
FITT_2023,FITT,2023,2,rendah,0
GJTL_2021,GJTL,2021,2,netral,1
GJTL_2022,GJTL,2022,2,tinggi,2
GJTL_2023,GJTL,2023,2,tinggi,2
GMFI_2021,GMFI,2021,2,netral,1
GMFI_2022,GMFI,2022,2,rendah,0
GMFI_2023,GMFI,2023,2,netral,1
HEAL_2021,HEAL,2021,2,tinggi,2
HEAL_2022,HEAL,2022,2,rendah,0
HEAL_2023,HEAL,2023,2,netral,1
IGAR_2021,IGAR,2021,2,tinggi,2
IGAR_2022,IGAR,2022,2,rendah,0
IGAR_2023,IGAR,2023,2,tinggi,2
JRPT_2021,JRPT,2021,2,netral,1
JRPT_2022,JRPT,2022,2,tinggi,2
JRPT_2023,JRPT,2023,2,tinggi,2
JSKY_2021,JSKY,2021,2,rendah,0
KBLM_2021,KBLM,2021,2,tinggi,2
KBLM_2022,KBLM,2022,2,netral,1
KBLM_2023,KBLM,2023,2,netral,1
KICI_2021,KICI,2021,2,rendah,0
KICI_2022,KICI,2022,2,rendah,0
KICI_2023,KICI,2023,2,rendah,0
KREN_2021,KREN,2021,2,rendah,0
KREN_2022,KREN,2022,2,netral,1
KREN_2023,KREN,2023,2,rendah,0
LINK_2021,LINK,2021,2,netral,1
LINK_2022,LINK,2022,2,rendah,0
LINK_2023,LINK,2023,2,rendah,0
LION_2021,LION,2021,2,netral,1
LION_2022,LION,2022,2,tinggi,2
LION_2023,LION,2023,2,rendah,0
LTLS_2021,LTLS,2021,2,tinggi,2
LTLS_2022,LTLS,2022,2,netral,1
LTLS_2023,LTLS,2023,2,netral,1
MAPI_2021,MAPI,2021,2,tinggi,2
MAPI_2022,MAPI,2022,2,tinggi,2
MAPI_2023,MAPI,2023,2,rendah,0
MDKA_2021,MDKA,2021,2,tinggi,2
MDKA_2022,MDKA,2022,2,rendah,0
MDKA_2023,MDKA,2023,2,rendah,0
MGNA_2021,MGNA,2021,2,netral,1
MGNA_2022,MGNA,2022,2,netral,1
MGNA_2023,MGNA,2023,2,rendah,0
MIDI_2021,MIDI,2021,2,tinggi,2
MIDI_2022,MIDI,2022,2,tinggi,2
MIDI_2023,MIDI,2023,2,netral,1
MPRO_2021,MPRO,2021,2,tinggi,2
MPRO_2022,MPRO,2022,2,tinggi,2
MPRO_2023,MPRO,2023,2,rendah,0
OMRE_2021,OMRE,2021,2,rendah,0
OMRE_2022,OMRE,2022,2,tinggi,2
OMRE_2023,OMRE,2023,2,rendah,0
PNGO_2023,PNGO,2023,2,netral,1
PNSE_2021,PNSE,2021,2,rendah,0
PNSE_2022,PNSE,2022,2,rendah,0
PNSE_2023,PNSE,2023,2,tinggi,2
PTSP_2021,PTSP,2021,2,rendah,0
PTSP_2023,PTSP,2023,2,rendah,0
PYFA_2021,PYFA,2021,2,netral,1
PYFA_2022,PYFA,2022,2,rendah,0
PYFA_2023,PYFA,2023,2,rendah,0
RBMS_2021,RBMS,2021,2,netral,1
RBMS_2022,RBMS,2022,2,netral,1
RBMS_2023,RBMS,2023,2,rendah,0
RONY_2022,RONY,2022,2,netral,1
RONY_2023,RONY,2023,2,rendah,0
SAPX_2021,SAPX,2021,2,netral,1
SAPX_2022,SAPX,2022,2,rendah,0
SAPX_2023,SAPX,2023,2,tinggi,2
SCMA_2021,SCMA,2021,2,rendah,0
SCMA_2022,SCMA,2022,2,rendah,0
SCMA_2023,SCMA,2023,2,rendah,0
SDPC_2021,SDPC,2021,2,rendah,0
SDPC_2022,SDPC,2022,2,netral,1
SDPC_2023,SDPC,2023,2,netral,1
SHIP_2021,SHIP,2021,2,tinggi,2
SHIP_2022,SHIP,2022,2,rendah,0
SHIP_2023,SHIP,2023,2,rendah,0
SILO_2021,SILO,2021,2,netral,1
SILO_2022,SILO,2022,2,tinggi,2
SILO_2023,SILO,2023,2,tinggi,2
SKBM_2021,SKBM,2021,2,tinggi,2
SKBM_2022,SKBM,2022,2,rendah,0
SKBM_2023,SKBM,2023,2,rendah,0
SMRA_2021,SMRA,2021,2,rendah,0
SMRA_2022,SMRA,2022,2,tinggi,2
SMRA_2023,SMRA,2023,2,rendah,0
SQMI_2021,SQMI,2021,2,rendah,0
SQMI_2022,SQMI,2022,2,rendah,0
SQMI_2023,SQMI,2023,2,netral,1
STTP_2021,STTP,2021,2,netral,1
SWAT_2022,SWAT,2022,2,rendah,0
SWAT_2023,SWAT,2023,2,rendah,0
TCPI_2021,TCPI,2021,2,tinggi,2
TCPI_2022,TCPI,2022,2,rendah,0
TCPI_2023,TCPI,2023,2,netral,1
TELE_2021,TELE,2021,2,rendah,0
TELE_2022,TELE,2022,2,netral,1
TELE_2023,TELE,2023,2,rendah,0
TINS_2021,TINS,2021,2,netral,1
TINS_2022,TINS,2022,2,rendah,0
TINS_2023,TINS,2023,2,netral,1
TRUE_2023,TRUE,2023,2,rendah,0
WIKA_2021,WIKA,2021,2,netral,1
WIKA_2022,WIKA,2022,2,rendah,0
WIKA_2023,WIKA,2023,2,rendah,0
AALI_2021,AALI,2021,3,tinggi,2
AALI_2022,AALI,2022,3,rendah,0
AALI_2023,AALI,2023,3,rendah,0
ADRO_2021,ADRO,2021,3,tinggi,2
ADRO_2022,ADRO,2022,3,rendah,0
ADRO_2023,ADRO,2023,3,tinggi,2
ARCI_2023,ARCI,2023,3,rendah,0
ARII_2021,ARII,2021,3,rendah,0
ARII_2022,ARII,2022,3,rendah,0
ARII_2023,ARII,2023,3,tinggi,2
ARTA_2021,ARTA,2021,3,tinggi,2
ARTA_2022,ARTA,2022,3,rendah,0
ARTA_2023,ARTA,2023,3,tinggi,2
ASGR_2021,ASGR,2021,3,tinggi,2
ASGR_2022,ASGR,2022,3,netral,1
ASGR_2023,ASGR,2023,3,rendah,0
ATIC_2021,ATIC,2021,3,rendah,0
ATIC_2022,ATIC,2022,3,netral,1
ATIC_2023,ATIC,2023,3,netral,1
BPTR_2021,BPTR,2021,3,tinggi,2
BPTR_2022,BPTR,2022,3,netral,1
BPTR_2023,BPTR,2023,3,rendah,0
BYAN_2021,BYAN,2021,3,tinggi,2
BYAN_2022,BYAN,2022,3,tinggi,2
BYAN_2023,BYAN,2023,3,netral,1
CITY_2021,CITY,2021,3,netral,1
CITY_2022,CITY,2022,3,rendah,0
CITY_2023,CITY,2023,3,netral,1
DIVA_2021,DIVA,2021,3,rendah,0
DIVA_2022,DIVA,2022,3,rendah,0
DIVA_2023,DIVA,2023,3,rendah,0
DMMX_2022,DMMX,2022,3,rendah,0
DMMX_2023,DMMX,2023,3,rendah,0
ERAA_2021,ERAA,2021,3,rendah,0
ERAA_2022,ERAA,2022,3,netral,1
ERAA_2023,ERAA,2023,3,rendah,0
ERTX_2021,ERTX,2021,3,netral,1
ERTX_2022,ERTX,2022,3,netral,1
FAPA_2023,FAPA,2023,3,netral,1
FAST_2021,FAST,2021,3,netral,1
FAST_2022,FAST,2022,3,rendah,0
FAST_2023,FAST,2023,3,rendah,0
GDST_2021,GDST,2021,3,netral,1
GDST_2022,GDST,2022,3,tinggi,2
GDST_2023,GDST,2023,3,netral,1
GDYR_2021,GDYR,2021,3,rendah,0
GDYR_2022,GDYR,2022,3,netral,1
GDYR_2023,GDYR,2023,3,netral,1
GLVA_2022,GLVA,2022,3,tinggi,2
GLVA_2023,GLVA,2023,3,rendah,0
GTBO_2021,GTBO,2021,3,netral,1
GTBO_2022,GTBO,2022,3,tinggi,2
GTBO_2023,GTBO,2023,3,tinggi,2
GWSA_2021,GWSA,2021,3,tinggi,2
GWSA_2022,GWSA,2022,3,netral,1
GWSA_2023,GWSA,2023,3,rendah,0
HOPE_2023,HOPE,2023,3,rendah,0
IDPR_2021,IDPR,2021,3,tinggi,2
IDPR_2022,IDPR,2022,3,rendah,0
IDPR_2023,IDPR,2023,3,netral,1
IMJS_2021,IMJS,2021,3,tinggi,2
IMJS_2022,IMJS,2022,3,netral,1
IMJS_2023,IMJS,2023,3,rendah,0
INTA_2021,INTA,2021,3,rendah,0
INTA_2022,INTA,2022,3,rendah,0
INTA_2023,INTA,2023,3,rendah,0
JGLE_2021,JGLE,2021,3,netral,1
JGLE_2022,JGLE,2022,3,netral,1
JGLE_2023,JGLE,2023,3,rendah,0
JKON_2021,JKON,2021,3,rendah,0
JKON_2022,JKON,2022,3,tinggi,2
JKON_2023,JKON,2023,3,rendah,0
KIJA_2021,KIJA,2021,3,netral,1
KIJA_2022,KIJA,2022,3,rendah,0
KIJA_2023,KIJA,2023,3,rendah,0
LMPI_2021,LMPI,2021,3,netral,1
LMPI_2022,LMPI,2022,3,rendah,0
LMPI_2023,LMPI,2023,3,rendah,0
LPPF_2021,LPPF,2021,3,tinggi,2
LPPF_2022,LPPF,2022,3,rendah,0
LPPF_2023,LPPF,2023,3,rendah,0
LUCK_2021,LUCK,2021,3,netral,1
LUCK_2022,LUCK,2022,3,rendah,0
LUCK_2023,LUCK,2023,3,rendah,0
MARI_2021,MARI,2021,3,rendah,0
MARI_2022,MARI,2022,3,rendah,0
MARI_2023,MARI,2023,3,rendah,0
MSKY_2021,MSKY,2021,3,rendah,0
MSKY_2022,MSKY,2022,3,rendah,0
MSKY_2023,MSKY,2023,3,rendah,0
MTLA_2021,MTLA,2021,3,rendah,0
MTLA_2022,MTLA,2022,3,tinggi,2
MTLA_2023,MTLA,2023,3,netral,1
MYOR_2021,MYOR,2021,3,netral,1
MYOR_2022,MYOR,2022,3,tinggi,2
MYOR_2023,MYOR,2023,3,netral,1
POLL_2021,POLL,2021,3,rendah,0
POLL_2022,POLL,2022,3,rendah,0
POLL_2023,POLL,2023,3,rendah,0
PRAS_2021,PRAS,2021,3,tinggi,2
PRAS_2022,PRAS,2022,3,rendah,0
PSAB_2021,PSAB,2021,3,rendah,0
PSAB_2022,PSAB,2022,3,rendah,0
PSKT_2021,PSKT,2021,3,netral,1
PSKT_2022,PSKT,2022,3,netral,1
PSKT_2023,PSKT,2023,3,rendah,0
PTSN_2021,PTSN,2021,3,rendah,0
PTSN_2022,PTSN,2022,3,tinggi,2
PTSN_2023,PTSN,2023,3,netral,1
SCCO_2021,SCCO,2021,3,netral,1
SCCO_2022,SCCO,2022,3,netral,1
SCCO_2023,SCCO,2023,3,rendah,0
SIDO_2021,SIDO,2021,3,tinggi,2
SIDO_2022,SIDO,2022,3,rendah,0
SIDO_2023,SIDO,2023,3,netral,1
SONA_2021,SONA,2021,3,rendah,0
SONA_2022,SONA,2022,3,rendah,0
SONA_2023,SONA,2023,3,rendah,0
SURE_2021,SURE,2021,3,netral,1
SURE_2022,SURE,2022,3,netral,1
SURE_2023,SURE,2023,3,tinggi,2
TALF_2021,TALF,2021,3,tinggi,2
TALF_2022,TALF,2022,3,rendah,0
TALF_2023,TALF,2023,3,tinggi,2
TEBE_2022,TEBE,2022,3,netral,1
TEBE_2023,TEBE,2023,3,netral,1
TIRT_2021,TIRT,2021,3,netral,1
TIRT_2022,TIRT,2022,3,netral,1
TIRT_2023,TIRT,2023,3,rendah,0
